Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2017-132857,43051,17/12/2017,Standard Class,CA-12775
CA-2018-116645,30/11/2018,43202,Standard Class,ME-17725
US-2017-115819,19/04/2017,24/04/2017,Second Class,JO-15280
US-2017-115819,19/04/2017,24/04/2017,Second Class,JO-15280
US-2017-115819,19/04/2017,24/04/2017,Second Class,JO-15280
US-2017-115819,19/04/2017,24/04/2017,Second Class,JO-15280
US-2017-115819,19/04/2017,24/04/2017,Second Class,JO-15280
US-2017-115819,19/04/2017,24/04/2017,Second Class,JO-15280
CA-2015-156349,26/05/2015,30/05/2015,Standard Class,ML-17395
CA-2015-156349,26/05/2015,30/05/2015,Standard Class,ML-17395
CA-2015-156349,26/05/2015,30/05/2015,Standard Class,ML-17395
CA-2018-138380,21/12/2018,25/12/2018,Standard Class,YS-21880
US-2017-113509,15/03/2017,19/03/2017,Standard Class,PL-18925
CA-2016-130022,42651,16/08/2016,Standard Class,JK-16120
CA-2016-130022,42651,16/08/2016,Standard Class,JK-16120
CA-2016-130022,42651,16/08/2016,Standard Class,JK-16120
US-2017-118780,43017,14/09/2017,Second Class,PN-18775
US-2017-118780,43017,14/09/2017,Second Class,PN-18775
CA-2018-108560,43319,15/07/2018,Standard Class,JC-15385
CA-2018-108560,43319,15/07/2018,Standard Class,JC-15385
CA-2018-108560,43319,15/07/2018,Standard Class,JC-15385
CA-2018-108560,43319,15/07/2018,Standard Class,JC-15385
CA-2016-157084,19/12/2016,24/12/2016,Standard Class,JG-15160
CA-2016-157084,19/12/2016,24/12/2016,Standard Class,JG-15160
CA-2016-164539,16/11/2016,22/11/2016,Standard Class,PO-19180
CA-2016-143119,24/09/2016,30/09/2016,Standard Class,MC-17275
CA-2018-101049,21/06/2018,25/06/2018,Second Class,AS-10240
CA-2018-101049,21/06/2018,25/06/2018,Second Class,AS-10240
CA-2017-106530,42952,42952,Same Day,CL-12565
CA-2017-106530,42952,42952,Same Day,CL-12565
CA-2017-106530,42952,42952,Same Day,CL-12565
CA-2017-106530,42952,42952,Same Day,CL-12565
CA-2017-106530,42952,42952,Same Day,CL-12565
CA-2015-168984,26/11/2015,42047,Standard Class,NW-18400
CA-2015-168984,26/11/2015,42047,Standard Class,NW-18400
CA-2015-168984,26/11/2015,42047,Standard Class,NW-18400
CA-2017-157266,26/05/2017,42741,Standard Class,TB-21280
CA-2017-157266,26/05/2017,42741,Standard Class,TB-21280
CA-2017-157266,26/05/2017,42741,Standard Class,TB-21280
CA-2017-157266,26/05/2017,42741,Standard Class,TB-21280
US-2015-134712,29/11/2015,42106,Standard Class,BS-11380
CA-2016-111829,19/03/2016,20/03/2016,First Class,FH-14365
CA-2016-111829,19/03/2016,20/03/2016,First Class,FH-14365
CA-2016-111829,19/03/2016,20/03/2016,First Class,FH-14365
CA-2016-105221,42380,42440,First Class,VM-21685
CA-2016-105221,42380,42440,First Class,VM-21685
CA-2016-120341,26/09/2016,29/09/2016,Second Class,SF-20200
CA-2016-120341,26/09/2016,29/09/2016,Second Class,SF-20200
CA-2015-135699,29/08/2015,29/08/2015,Same Day,HH-15010
CA-2015-135699,29/08/2015,29/08/2015,Same Day,HH-15010
US-2018-132444,18/11/2018,21/11/2018,First Class,CD-12280
US-2018-132444,18/11/2018,21/11/2018,First Class,CD-12280
US-2018-132444,18/11/2018,21/11/2018,First Class,CD-12280
US-2018-132444,18/11/2018,21/11/2018,First Class,CD-12280
US-2018-132444,18/11/2018,21/11/2018,First Class,CD-12280
CA-2015-127159,42343,15/05/2015,First Class,HL-15040
CA-2018-161809,20/01/2018,26/01/2018,Standard Class,TH-21100
CA-2018-127285,30/10/2018,43262,Standard Class,MM-18055
CA-2018-127285,30/10/2018,43262,Standard Class,MM-18055
CA-2018-144526,30/04/2018,43256,Standard Class,QJ-19255
CA-2018-144526,30/04/2018,43256,Standard Class,QJ-19255
CA-2017-128531,24/11/2017,26/11/2017,Second Class,NS-18505
CA-2017-128531,24/11/2017,26/11/2017,Second Class,NS-18505
CA-2017-128531,24/11/2017,26/11/2017,Second Class,NS-18505
CA-2017-128531,24/11/2017,26/11/2017,Second Class,NS-18505
CA-2017-128531,24/11/2017,26/11/2017,Second Class,NS-18505
CA-2017-128531,24/11/2017,26/11/2017,Second Class,NS-18505
US-2016-157154,42644,15/01/2016,Standard Class,MM-17920
CA-2018-159457,19/10/2018,26/10/2018,Standard Class,RD-19480
CA-2017-107615,22/03/2017,25/03/2017,First Class,RB-19645
CA-2018-111647,43166,43288,Standard Class,RD-19585
CA-2016-150560,42686,42716,First Class,SW-20455
CA-2016-143077,17/09/2016,21/09/2016,Standard Class,SF-20965
CA-2016-143077,17/09/2016,21/09/2016,Standard Class,SF-20965
CA-2017-122728,18/05/2017,24/05/2017,Standard Class,EB-13930
CA-2017-122728,18/05/2017,24/05/2017,Standard Class,EB-13930
CA-2015-122882,42194,13/09/2015,Standard Class,SB-20290
CA-2015-122882,42194,13/09/2015,Standard Class,SB-20290
CA-2015-122882,42194,13/09/2015,Standard Class,SB-20290
CA-2015-122882,42194,13/09/2015,Standard Class,SB-20290
US-2017-101497,29/09/2017,42745,Second Class,PS-18760
CA-2017-147585,42927,43080,Standard Class,CB-12535
CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835
CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835
CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835
CA-2018-143798,43385,43446,First Class,AW-10840
CA-2018-143798,43385,43446,First Class,AW-10840
CA-2015-142839,16/08/2015,20/08/2015,Standard Class,TS-21610
CA-2018-129833,43355,15/12/2018,Standard Class,HF-14995
CA-2018-129833,43355,15/12/2018,Standard Class,HF-14995
US-2017-154361,14/03/2017,19/03/2017,Standard Class,HZ-14950
US-2017-158708,26/06/2017,29/06/2017,Second Class,AB-10255
CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195
CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195
CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195
CA-2016-148376,27/12/2016,31/12/2016,Standard Class,AG-10900
CA-2016-148376,27/12/2016,31/12/2016,Standard Class,AG-10900
CA-2015-135657,42069,42191,Second Class,SC-20725
CA-2016-114069,13/07/2016,15/07/2016,Second Class,ND-18370
CA-2016-114069,13/07/2016,15/07/2016,Second Class,ND-18370
CA-2016-114069,13/07/2016,15/07/2016,Second Class,ND-18370
CA-2015-139857,42037,42157,Standard Class,CD-12790
CA-2017-106306,42950,42950,Same Day,PG-18820
CA-2016-100545,22/11/2016,26/11/2016,Standard Class,IM-15070
CA-2018-123491,30/10/2018,43231,Standard Class,JK-15205
CA-2018-123491,30/10/2018,43231,Standard Class,JK-15205
CA-2018-123491,30/10/2018,43231,Standard Class,JK-15205
CA-2018-123491,30/10/2018,43231,Standard Class,JK-15205
CA-2018-123491,30/10/2018,43231,Standard Class,JK-15205
CA-2018-123491,30/10/2018,43231,Standard Class,JK-15205
CA-2016-145401,30/01/2016,42462,Standard Class,JP-15520
US-2018-124968,43321,13/09/2018,Second Class,MM-18055
CA-2018-104003,43291,13/10/2018,Standard Class,DC-13285
CA-2017-154788,30/04/2017,42830,Standard Class,JL-15835
CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515
CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515
CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515
CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515
CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515
US-2016-123218,20/12/2016,25/12/2016,Standard Class,KD-16345
US-2016-123218,20/12/2016,25/12/2016,Standard Class,KD-16345
US-2016-123218,20/12/2016,25/12/2016,Standard Class,KD-16345
CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370
CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370
CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370
US-2018-164056,29/04/2018,43195,Second Class,FM-14215
CA-2017-106894,42918,42918,Same Day,CA-12265
CA-2017-106894,42918,42918,Same Day,CA-12265
CA-2015-125136,28/09/2015,42073,Standard Class,KD-16495
CA-2015-125136,28/09/2015,42073,Standard Class,KD-16495
US-2017-131149,43015,14/07/2017,Standard Class,LH-17155
US-2017-131149,43015,14/07/2017,Standard Class,LH-17155
CA-2018-101483,29/07/2018,43108,Second Class,AG-10675
CA-2018-101483,29/07/2018,43108,Second Class,AG-10675
CA-2018-101483,29/07/2018,43108,Second Class,AG-10675
CA-2016-130204,42438,42622,Standard Class,DB-13120
CA-2016-130204,42438,42622,Standard Class,DB-13120
CA-2016-130204,42438,42622,Standard Class,DB-13120
CA-2015-110527,42255,16/08/2015,Standard Class,ED-13885
CA-2018-152807,30/10/2018,43170,Standard Class,MC-18100
CA-2018-152807,30/10/2018,43170,Standard Class,MC-18100
CA-2018-152807,30/10/2018,43170,Standard Class,MC-18100
CA-2018-152807,30/10/2018,43170,Standard Class,MC-18100
CA-2015-133270,42161,42253,First Class,BM-11785
CA-2017-155670,13/08/2017,17/08/2017,Second Class,EM-14065
CA-2017-155670,13/08/2017,17/08/2017,Second Class,EM-14065
US-2015-157406,25/04/2015,29/04/2015,Standard Class,DA-13450
US-2015-157406,25/04/2015,29/04/2015,Standard Class,DA-13450
CA-2016-139094,22/11/2016,27/11/2016,Standard Class,MO-17800
CA-2018-168837,14/10/2018,17/10/2018,First Class,JW-15955
CA-2018-116715,43143,43232,First Class,VW-21775
CA-2018-116715,43143,43232,First Class,VW-21775
CA-2018-116715,43143,43232,First Class,VW-21775
CA-2016-135622,42594,42686,Second Class,TT-21460
CA-2016-135622,42594,42686,Second Class,TT-21460
US-2016-107349,13/07/2016,15/07/2016,First Class,SL-20155
CA-2015-139017,42313,17/05/2015,Standard Class,RM-19375
CA-2015-141817,42125,42339,Standard Class,MB-18085
CA-2016-130785,42499,42622,Standard Class,AG-10900
CA-2016-130785,42499,42622,Standard Class,AG-10900
CA-2016-130785,42499,42622,Standard Class,AG-10900
CA-2017-110254,42833,42955,Standard Class,ML-17755
CA-2017-110254,42833,42955,Standard Class,ML-17755
CA-2017-110254,42833,42955,Standard Class,ML-17755
CA-2017-110254,42833,42955,Standard Class,ML-17755
US-2015-158057,22/03/2015,26/03/2015,Standard Class,CC-12685
US-2015-158057,22/03/2015,26/03/2015,Standard Class,CC-12685
CA-2018-146024,43134,43315,Standard Class,SC-20770
CA-2018-146024,43134,43315,Standard Class,SC-20770
CA-2017-129686,27/11/2017,29/11/2017,Second Class,GG-14650
CA-2017-129686,27/11/2017,29/11/2017,Second Class,GG-14650
CA-2015-118976,28/04/2015,42068,Standard Class,MY-18295
CA-2015-118976,28/04/2015,42068,Standard Class,MY-18295
CA-2015-118976,28/04/2015,42068,Standard Class,MY-18295
CA-2015-118976,28/04/2015,42068,Standard Class,MY-18295
CA-2016-105347,24/11/2016,28/11/2016,Standard Class,DP-13000
CA-2016-105347,24/11/2016,28/11/2016,Standard Class,DP-13000
CA-2017-124667,43050,16/11/2017,Standard Class,BD-11770
CA-2017-124667,43050,16/11/2017,Standard Class,BD-11770
CA-2016-111094,42620,13/07/2016,Standard Class,CB-12535
CA-2016-111094,42620,13/07/2016,Standard Class,CB-12535
CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610
CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610
CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610
CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610
CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855
CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855
CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855
CA-2015-102008,30/09/2015,42104,Standard Class,RA-19915
CA-2015-120474,42016,42075,First Class,RP-19390
CA-2015-120474,42016,42075,First Class,RP-19390
CA-2015-104773,42228,13/12/2015,Standard Class,TB-21175
CA-2017-140774,42864,43017,Standard Class,BE-11455
US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545
US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545
US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545
CA-2017-100965,42923,43046,Standard Class,RM-19375
CA-2017-121034,42955,43016,Second Class,JF-15565
CA-2017-121034,42955,43016,Second Class,JF-15565
CA-2017-149461,13/11/2017,19/11/2017,Standard Class,AS-10135
CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970
CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970
CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970
US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620
US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620
US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620
CA-2017-164938,43041,13/02/2017,First Class,PB-19210
CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890
CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890
CA-2015-132612,42253,42314,Second Class,FO-14305
US-2018-161193,20/11/2018,26/11/2018,Standard Class,BT-11680
US-2018-161193,20/11/2018,26/11/2018,Standard Class,BT-11680
CA-2016-131597,14/09/2016,18/09/2016,Standard Class,SP-20620
CA-2016-164833,42466,42466,Same Day,LL-16840
CA-2016-164833,42466,42466,Same Day,LL-16840
CA-2016-125423,13/12/2016,15/12/2016,Second Class,MC-17575
US-2015-130379,25/05/2015,29/05/2015,Standard Class,JL-15235
US-2015-130379,25/05/2015,29/05/2015,Standard Class,JL-15235
CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035
CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035
CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035
CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035
CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830
CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830
CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830
CA-2017-109344,42949,43041,Second Class,CH-12070
US-2016-140851,13/07/2016,15/07/2016,Second Class,ND-18460
CA-2015-103373,18/05/2015,24/05/2015,Standard Class,BS-11755
CA-2018-145884,21/10/2018,21/10/2018,Same Day,SL-20155
CA-2018-145884,21/10/2018,21/10/2018,Same Day,SL-20155
CA-2016-131422,42501,42624,Standard Class,GB-14530
CA-2018-162691,43108,43289,Standard Class,AS-10045
CA-2018-162691,43108,43289,Standard Class,AS-10045
CA-2015-141278,21/06/2015,24/06/2015,First Class,RM-19375
CA-2018-122693,19/02/2018,21/02/2018,Second Class,NH-18610
CA-2015-117345,42012,42132,Standard Class,BF-10975
CA-2015-117345,42012,42132,Standard Class,BF-10975
CA-2015-117345,42012,42132,Standard Class,BF-10975
CA-2015-117345,42012,42132,Standard Class,BF-10975
CA-2017-157763,18/07/2017,23/07/2017,Standard Class,KH-16330
CA-2016-135391,42615,42676,Second Class,FA-14230
CA-2016-135391,42615,42676,Second Class,FA-14230
US-2018-113852,29/07/2018,43139,Standard Class,GW-14605
US-2018-158512,43435,17/01/2018,Second Class,DA-13450
US-2018-158512,43435,17/01/2018,Second Class,DA-13450
CA-2018-128370,43382,43382,Same Day,FH-14275
CA-2018-128370,43382,43382,Same Day,FH-14275
CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300
CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300
CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300
CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300
CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300
CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300
CA-2015-114643,13/06/2015,17/06/2015,Standard Class,FM-14215
US-2018-158218,43439,15/05/2018,Second Class,AC-10420
US-2018-158218,43439,15/05/2018,Second Class,AC-10420
CA-2016-121608,42438,42499,First Class,JB-15400
CA-2016-121608,42438,42499,First Class,JB-15400
US-2018-121251,26/03/2018,27/03/2018,First Class,GM-14440
US-2018-121251,26/03/2018,27/03/2018,First Class,GM-14440
CA-2015-151078,42349,42349,Same Day,RF-19840
US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625
US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625
US-2018-116659,43445,43445,Same Day,NG-18355
CA-2018-118857,15/04/2018,18/04/2018,First Class,AH-10075
CA-2016-127110,25/06/2016,42376,Standard Class,CH-12070
CA-2016-127110,25/06/2016,42376,Standard Class,CH-12070
CA-2017-148201,26/08/2017,29/08/2017,Second Class,CC-12145
CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010
CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010
CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010
CA-2018-142888,21/11/2018,25/11/2018,Standard Class,BP-11230
CA-2015-147914,42100,42253,Standard Class,MP-17470
US-2017-112977,43011,16/03/2017,Standard Class,CJ-12010
CA-2018-112039,25/03/2018,29/03/2018,Standard Class,JC-15775
CA-2018-118885,29/12/2018,43497,Standard Class,JG-15160
CA-2018-118885,29/12/2018,43497,Standard Class,JG-15160
US-2018-166611,28/03/2018,43135,Standard Class,CK-12760
CA-2016-109512,42493,42493,Same Day,LF-17185
CA-2016-109512,42493,42493,Same Day,LF-17185
CA-2016-109512,42493,42493,Same Day,LF-17185
CA-2017-118570,13/11/2017,17/11/2017,Standard Class,CC-12430
CA-2018-154718,19/01/2018,23/01/2018,Second Class,DL-12865
CA-2017-147578,22/04/2017,26/04/2017,Second Class,PG-18895
CA-2015-140165,13/05/2015,15/05/2015,First Class,EH-14005
CA-2015-140165,13/05/2015,15/05/2015,First Class,EH-14005
CA-2015-142587,21/10/2015,22/10/2015,First Class,TB-21520
CA-2015-142587,21/10/2015,22/10/2015,First Class,TB-21520
CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225
CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225
CA-2018-145310,22/12/2018,24/12/2018,Second Class,JP-15520
CA-2017-100083,24/11/2017,29/11/2017,Standard Class,CD-11980
US-2018-108063,43143,43232,First Class,AS-10090
CA-2016-109197,31/12/2016,42826,Standard Class,JO-15280
CA-2018-141789,43169,43261,First Class,AC-10450
CA-2015-169775,29/08/2015,42044,Second Class,RA-19945
CA-2015-169775,29/08/2015,42044,Second Class,RA-19945
CA-2015-169775,29/08/2015,42044,Second Class,RA-19945
CA-2017-140543,29/06/2017,42801,Second Class,Co-12640
CA-2017-151141,20/08/2017,23/08/2017,First Class,DW-13480
CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835
CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835
CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835
CA-2018-154410,21/10/2018,24/10/2018,First Class,MD-17860
US-2017-150567,17/05/2017,21/05/2017,Standard Class,RP-19855
US-2017-150567,17/05/2017,21/05/2017,Standard Class,RP-19855
CA-2016-157959,42431,42462,First Class,RW-19540
CA-2018-105886,18/12/2018,23/12/2018,Standard Class,DB-13660
CA-2017-105963,15/11/2017,22/11/2017,Standard Class,SC-20770
CA-2018-121503,43166,43258,Second Class,FH-14275
CA-2018-121503,43166,43258,Second Class,FH-14275
CA-2015-103366,15/01/2015,17/01/2015,First Class,EH-13990
CA-2018-124597,30/04/2018,43225,Standard Class,AS-10630
CA-2018-124597,30/04/2018,43225,Standard Class,AS-10630
CA-2018-124597,30/04/2018,43225,Standard Class,AS-10630
CA-2016-105634,42593,14/11/2016,Standard Class,HA-14905
CA-2016-123673,30/10/2016,42380,Second Class,CH-12070
US-2018-111423,17/08/2018,19/08/2018,First Class,EH-13765
US-2018-111423,17/08/2018,19/08/2018,First Class,EH-13765
CA-2016-125178,42439,42623,Standard Class,MZ-17515
CA-2017-156685,42954,43015,Second Class,SC-20230
CA-2017-156685,42954,43015,Second Class,SC-20230
CA-2018-126865,43232,43293,Second Class,NP-18325
CA-2018-102834,43346,13/03/2018,Standard Class,LW-16990
US-2017-139710,42984,15/06/2017,Standard Class,GM-14680
CA-2018-121538,28/11/2018,43112,First Class,RH-19495
US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685
US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685
US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685
CA-2017-152121,27/11/2017,29/11/2017,Second Class,CC-12670
CA-2018-161200,43259,43381,Second Class,SV-20365
CA-2018-161200,43259,43381,Second Class,SV-20365
CA-2018-101245,27/11/2018,43171,Standard Class,LW-16990
CA-2018-101245,27/11/2018,43171,Standard Class,LW-16990
CA-2016-141768,25/05/2016,27/05/2016,Second Class,NP-18685
CA-2017-112109,42954,43076,Standard Class,JE-15715
CA-2017-112109,42954,43076,Standard Class,JE-15715
CA-2017-112109,42954,43076,Standard Class,JE-15715
CA-2017-112109,42954,43076,Standard Class,JE-15715
CA-2018-144064,29/08/2018,43109,First Class,CP-12085
CA-2018-144064,29/08/2018,43109,First Class,CP-12085
CA-2018-144064,29/08/2018,43109,First Class,CP-12085
CA-2017-108581,20/06/2017,26/06/2017,Standard Class,EA-14035
CA-2017-108581,20/06/2017,26/06/2017,Standard Class,EA-14035
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-157987,43140,43260,Standard Class,AC-10615
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-110905,43382,15/09/2018,Second Class,RW-19690
CA-2018-165841,21/12/2018,28/12/2018,Standard Class,DB-13210
CA-2018-165841,21/12/2018,28/12/2018,Standard Class,DB-13210
CA-2018-165841,21/12/2018,28/12/2018,Standard Class,DB-13210
CA-2018-117485,23/09/2018,29/09/2018,Standard Class,BD-11320
CA-2018-140242,43256,43409,Standard Class,ML-17755
CA-2018-140242,43256,43409,Standard Class,ML-17755
CA-2015-148950,14/12/2015,19/12/2015,Standard Class,JD-16015
CA-2015-148950,14/12/2015,19/12/2015,Standard Class,JD-16015
CA-2015-148950,14/12/2015,19/12/2015,Standard Class,JD-16015
CA-2015-110408,18/10/2015,20/10/2015,Second Class,AS-10225
CA-2015-110408,18/10/2015,20/10/2015,Second Class,AS-10225
CA-2015-110408,18/10/2015,20/10/2015,Second Class,AS-10225
CA-2016-109939,42587,42709,Standard Class,AA-10375
CA-2017-112669,14/04/2017,14/04/2017,Same Day,KT-16465
CA-2017-112669,14/04/2017,14/04/2017,Same Day,KT-16465
CA-2016-119592,14/12/2016,16/12/2016,Second Class,MM-18280
CA-2015-122749,42075,42259,Standard Class,NG-18430
CA-2015-164721,25/11/2015,27/11/2015,Second Class,LW-16825
CA-2015-164721,25/11/2015,27/11/2015,Second Class,LW-16825
CA-2015-164721,25/11/2015,27/11/2015,Second Class,LW-16825
CA-2017-147417,25/07/2017,27/07/2017,First Class,CB-12415
CA-2016-127509,42624,13/11/2016,Standard Class,AS-10090
CA-2016-127509,42624,13/11/2016,Standard Class,AS-10090
CA-2016-127509,42624,13/11/2016,Standard Class,AS-10090
CA-2016-127509,42624,13/11/2016,Standard Class,AS-10090
CA-2018-111374,24/02/2018,28/02/2018,Standard Class,CB-12415
CA-2018-133648,25/06/2018,43138,Standard Class,ML-17755
CA-2018-133648,25/06/2018,43138,Standard Class,ML-17755
CA-2018-133648,25/06/2018,43138,Standard Class,ML-17755
US-2018-147221,43143,43202,Second Class,JS-16030
US-2018-147221,43143,43202,Second Class,JS-16030
CA-2015-131905,42157,42249,First Class,ND-18460
CA-2015-131905,42157,42249,First Class,ND-18460
CA-2015-131905,42157,42249,First Class,ND-18460
CA-2018-166128,43408,18/04/2018,Standard Class,LW-17215
CA-2018-166128,43408,18/04/2018,Standard Class,LW-17215
CA-2018-163510,25/12/2018,28/12/2018,Second Class,JW-15955
CA-2018-163510,25/12/2018,28/12/2018,Second Class,JW-15955
US-2018-143028,43408,18/04/2018,Standard Class,SC-20050
CA-2015-111150,31/12/2015,42461,Standard Class,RW-19630
CA-2015-111150,31/12/2015,42461,Standard Class,RW-19630
CA-2018-165386,43167,43198,First Class,CM-12190
CA-2015-116407,15/11/2015,21/11/2015,Standard Class,JF-15190
CA-2015-116407,15/11/2015,21/11/2015,Standard Class,JF-15190
CA-2015-116407,15/11/2015,21/11/2015,Standard Class,JF-15190
CA-2016-155761,42686,42686,Same Day,SC-20800
CA-2016-155761,42686,42686,Same Day,SC-20800
CA-2017-145905,18/09/2017,23/09/2017,Standard Class,AM-10705
CA-2017-145905,18/09/2017,23/09/2017,Standard Class,AM-10705
CA-2017-145905,18/09/2017,23/09/2017,Standard Class,AM-10705
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260
CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260
CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510
CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510
CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510
CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510
US-2018-111241,20/08/2018,22/08/2018,Second Class,GM-14500
CA-2016-114237,13/03/2016,15/03/2016,First Class,MC-17275
CA-2017-113516,42956,43017,Second Class,VM-21685
CA-2017-113516,42956,43017,Second Class,VM-21685
CA-2016-117961,26/11/2016,30/11/2016,Standard Class,GP-14740
CA-2016-117961,26/11/2016,30/11/2016,Standard Class,GP-14740
CA-2016-117961,26/11/2016,30/11/2016,Standard Class,GP-14740
CA-2016-117961,26/11/2016,30/11/2016,Standard Class,GP-14740
CA-2017-128923,42990,13/12/2017,Standard Class,GB-14530
CA-2017-128923,42990,13/12/2017,Standard Class,GB-14530
CA-2018-162481,25/09/2018,29/09/2018,Standard Class,CT-11995
CA-2018-162481,25/09/2018,29/09/2018,Standard Class,CT-11995
CA-2016-119214,23/01/2016,27/01/2016,Standard Class,CW-11905
CA-2016-119214,23/01/2016,27/01/2016,Standard Class,CW-11905
CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560
CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560
CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560
CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560
CA-2016-104493,42410,42592,Standard Class,EB-13705
US-2018-158946,18/11/2018,23/11/2018,Standard Class,JW-15220
CA-2015-129168,17/08/2015,23/08/2015,Standard Class,KB-16585
CA-2017-131835,17/07/2017,21/07/2017,Standard Class,MC-17590
CA-2017-131835,17/07/2017,21/07/2017,Standard Class,MC-17590
CA-2017-131835,17/07/2017,21/07/2017,Standard Class,MC-17590
